id,title,authors,venue,year
mwSZ7Yejt8sJ,Mining frequent pattems without candidate generation,"J Han, J Pei, Y Yin","Prtoceedings of the 2000 ACM SIGMOD International Conference &hellip;,",N/A
oeBeDPX7b9kJ,Mining Frequent Patterns Without Candidate Generation:[Technical Report CMPT99-12],"J Herlocker, J Pei, Y Yin","School of Computing Science, Simon Fraser University,",N/A
R-ERjYdCskcJ,Mining frequent patterns with out candidate generation,"J Han, J Pei, Y Yin","Proceedings ofACM International Conference on Management of  &hellip;,",N/A
rLJSEgt6UbMJ,Mining frequent pattern without generation candidate,"J Han, J Pei, Y Yin","Proceedings of the 2000 ACM SIGMOD, Dallas, Texas, USA,",N/A
YkKV8PCox8IJ,Mining frequent patterns without candidate generation. In 2000 ACM SIGMOD Intl,"J Han, J Pei, Y Yin","Conference on Management of Data,",N/A
Ywgd3RbAfl0J,Mining frequent patterns without candidate generation. In proc 2000 ACMSIGMOD Intl Conf,"J Han, J Pei, Y Yin","Management of Data, May,",N/A
nwWpGh3Mx7MJ,CubeExplorer: online exploration of data cubes,"J Han, J Wang, G Dong, J Pei, K Wang",N/A,N/A
tcyoSdrkaRMJ,CubeExplorer: online exploration of data cube,"H Jiawei, W Jianyong, D Guozhu, P Jian, W Ke","ACM SIGMOD,",N/A
4OrM17Osz64J,J.: Ullman. Implementing data cubes efficiently,"V Harinarayan, A Rajaraman","Proc. Of ACM-SIGMOD Int Ã¢??l Conference on Management of  &hellip;,",N/A
8A_9ucHRXyIJ,Anad Rajaraman. Implementing Data Cubes Efficiently,V Harinarayan,N/A,N/A
9Ue5hZp8H68J,andJ. D. Ullman. Implementing data cubes efficiently,"V Harinarayan, A Rajaraman","Proc. of,",N/A
cnjY261oL-4J,Jeffrey D. Ullman.Ã¢??Implementing Data Cubes EffiecientlyÃ¢??,"V Harinarayan, A Rajaraman","Proceedings of ACM SIGMOD 1996 International Conference on  &hellip;,",N/A
ESZwkhGzOboJ,Implementing data cubes effectively,"V Harinarayan, JD Ullman, R Rajaraman","Proc. 1996 ACM-SIGMOD Int. Conf. Manament of Data  June,",N/A
Fyek_kCB-qkJ,Implementing Data Cubes Efficiently [J],"V Hafinarayan, A Rajaraman, JD Ullman","SIGMOD,",N/A
JM1X7hho718J,Implementing Data Cubes EÃÂ¦-ciently,"V Harinarayan, A Rajaraman, J Ullman","Proceedings of ACM Sigmod Conference, Montreal, Canada, June,",N/A
ofxLw3VrJB8J,"Implementing Data Cubes E-ciently, Best Paper Award","V Harinarayan, A Rajaraman, J Ullman","Proceedings SIGMOD,",N/A
QHUtoLECZzgJ,Implementing Data Cubes Efficiently,"V Harinarayan, A Rajaraman, JD Ullman","SIGMOD Conference,",1996
Qv7KYn9x-SQJ,"A, Ullman, JD, Implementing Data Cubes Efficiently",R Harinarayan,"Proceedings of the International Conference on Management of &hellip;,",N/A
S-7KOPYObKcJ,Rajaraman. A. Implementing data cubes efficiently,UJD Harinarayan,"Proc ACM SIGMOD Int&#39;l Conf on Management of Data. Montreal,",N/A
sLvivSi__BcJ,"Implementing data cubes efficiently. ACM SIGMOD Proceedings 1996, and via ftp db","V Harinarayan, R Rajaraman, JD Ullman",stanford. edu as,N/A
uKGmcc4xUG4J,Implementing Data Cubes E-ciently,"V Harinarayan, A Rajaraman, JD Ullman","Proceedings of the Fifteenth ACM SIGACT-SIGMOD-SIGART  &hellip;,",N/A
V6KNPMKdyagJ,Implementing Data Cubes Efficiently. A flfll version of Lhis paper. At http://db,"V Harinarayan, A Rajaraman, JD Ullman",stanford. edu/pllb/harinarayan/1995/cub e.,N/A
#NAME?,Implementing Data Cubes Efficiently,"VHA Rajaraman, JD Ullman","Proc. ACM SIGMOD,",1996
Nn0LzB8rUPEJ,Practical Predicate Placement,JM Hellerstein,N/A,N/A
r4adn1YKOFIJ,Predicate Migration placement,JM Hellerstein,"Proc. of ACM SIGMOD, Minneapolis,",N/A
Gsb6dnkFBMoJ,Eddies: Continuously Adaptive Query Processing,"R Avnur, JM Hellerstein","SIGMOD Conference,",2000
iFbXSEmnpzgJ,Eddies: Continously adaptive query processing,"R Avnur, JM Hellerstein","ACM SIGMOD,",N/A
VlRO0WwUy3wJ,Eddies: Continuously Adaptive Query Processing,"JM Hellerstein, R Avnur",Proceedings of the ACM SIGMOD International Conference on ,N/A
ZuCOw9hYVU8J,Continuously Adaptive Query Processing,"R AVNUR, JMH Eddies",N/A,2000
#NAME?,Eddies: Continuous Query Optimization,"R Avnur, J Hellerstein","Proceedings of SIGMOD,",N/A
1n-1Xj-lfLAJ,H. Wang Online Aggregation,"JM Hellerstein, PJ Haas","Proc. of SIGMOD,",N/A
7dcgPQxHuCMJ,On-line Aggregation,"JM Hellerstein, JP Haas, HJ Wang","Proc. of ACM-SIGMOD Conference on Management of Data,",N/A
8w5kj2G2c_oJ,"Wang., HJ (1997) Online aggregation","JM Hellerstein, PJ Haas",Proc. ACMÃ¢??SIGMOD Conference on Management of,N/A
IP5tZ_N2KXYJ,"Online aggregation, ACM SIGMOD Int","JM Hellerstein, PJ Haas, HJ Wang","Conference on Management of Data,",N/A
K6752bGaG2QJ,Online Aggregation,JM Hellerstein,N/A,N/A
_hDCldPyum0J,Query Execution Techniques for Caching Expensive Methods,"JM Hellerstein, JF Naughton","SIGMOD Conference,",1996
5vvOcgfpjUgJ,Query execution techniques for caching expensive predicates,"JM Hellerstein, J Naughton",N/A,1996
PrDCERVl9dUJ,Query Execution Strategies for Caching Expensive Methods,"J Hellerstein, J Naughton","Proc. of the ACM SIGMOD Conf. on Management of Data,",N/A
tKewiQ5_kyIJ,Query execution techniques forcaching expensive methods,"JM Hellerstein, J Naughton",Proc. of the ACM SIGMOD Intl. Conferenceon Managementof,N/A
vCvPdFwbKWkJ,Query processing techniques for caching expensive methods,"J Hellerstein, J Naughton","Proceedings of ACM SIGMOD,",N/A
89WHY6hZ22UJ,Clio: a semi-automatic tool for schema mapping,"MA HernÃÂ¡ndez, RJ Miller, LM Haas","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001
pOFhgBVYVTkJ,Clio: A Semi-Automatic Tool For Schema Mapping,"R Miller, M Hernandez, L Haas, L Yan, C Ho, R  ","ACM SIGMOD Record, web edition,",N/A
wMa4fMryrt0J,"Clio: A semi-automatic tool for schema mapping, system demonstration","MA Hernandez, RJ Miller, L Haas, L Yan, CTH Ho, X  ","Proceedings of the ACM SIGMOD, May, Santa Barbara,  &hellip;,",N/A
7EYR1qDwKg0J,The merge/purge problem for large databases,"MA Hernndez, SJ Stolfo","Proceedings of SIGMOD-95,",N/A
Al2MFiRHz9sJ,The Merge/Purge Problem for Large Databases [C],"MA HemÃÂ¡ndez, SJ Stolfo","SIGMOD Conference,",N/A
CckDkmI4U3wJ,The merge/purge problem for large databases,"MA Hernandez, SJ Stolfo","Proceedings of the 1995 ACM SIGMOD international conference  &hellip;,",1995
IHy3bqAuSOUJ,The Merge/Purge Problem for large Databases [A],"AH Mauricio, JS Stolfo","Proceedings of the 1995 ACM SIGMOD Conference on Management  &hellip;,",N/A
KJyo5lhO_vAJ,The merge/purge problem for large databases,S Stolfo,"Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",1995
HkBKH9ZUJEcJ,"Online Association Rule Mining, SIGMOD 1999",C Hidber,"Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
Rn-E82gM1RQJ,Online Association Rule Mining,C Hidber,N/A,N/A
V-pwJ8K5ZTEJ,Random I/O scheduling in online tertiary storage systems,"BK Hillyer, A Silberschatz","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",1996
zonW-W8gJ3oJ,O scheduling in online tertiary storage systems,"BK Hillyer, A Silberschatz, I Random",Proceedings of the 1996 ACM SIGMOD international conference ,N/A
C9imFvgrSvAJ,Clustering Methods for Large Databases: From the Past to the Future,"A Hinneburg, DA Keim","SIGMOD Conference,",1999
OMqN9nFAR88J,Clustering techniques for large data setsÃ¢??from the past to the future,"DA Keim, A Hinneburg","Conference on Knowledge Discovery in Data,",1999
V3cZfG1Poo4J,Clustering Methods for Large Databases: From the Past to the Future,"DA Keim, A Hinneburg","SIGMOD Conference, Philadelphia,",N/A
7v3f7Thmyw0J,HD-Eye: visual mining of high-dimensional data,"A Hinneburg, DA Keim, M Wawryniuk","Computer Graphics and Applications, IEEE,",1999
T1dmP2NL1aYJ,Hdeye: Visual mining of highdimensional data (demo),"A Hinneburg, DA Keim, M Wawryniuk",N/A,2002
VWd7jhLXfV0J,HD-Eye: visual clustering of high dimensional data,"A Hinneburg, DA Keim, M Wawryniuk","SIGMOD Conference,",2002
1HAB-tuw7N4J,Range queries in OLAP data cubes,"CT Ho, R Agrawal, N Megiddo, R Srikant",N/A,N/A
4YsYF_8QeogJ,Range Queries in Data Cubes,"CT Ho, R Agrawal, R Srihant","Proc. IntÃ¢??l Conf. Management of Data (SIGMOD),",N/A
LWXzOXyOy24J,Range Queries in OLAP Data Cubes,"H Ch, R Agrawal, N Megiddo, R Srikant","Proc. ACM SIGMOD Int. Conf. on Management of Data,",N/A
QZwZ8GSsqToJ,"Range queries in OLAP data cubes In: Joan P, ed","CT Ho, R Agrawal, R Megiddo, R Srikant","Proceedings of the International ACM SIGMOD Conference. ACM  &hellip;,",N/A
r1um7d3ckAYJ,ÃÂ¢Ã¢?Â¬ Ã?Range queries in OLAP data cubesÃÂ¢Ã¢?Â¬Ã?,"CT Ho, R Agrawal, N Megiddo, R Srikant","Proc. ACM SIGMOD ÃÂ¢,",N/A
rUNHnYf8TtEJ,Range Queries in OLAP Cubes,"CT Ho, R Agrawal, R MegiddoÃ¢?Â¦","Proceedings of the International ACM SIGMOD Conference, ACM  &hellip;,",N/A
xbt2t9kYWLwJ,"Range queries in olap data cubes, in Ã¢??SIGMODÃ¢??97","CT Ho, R Agrawal, N Megiddo, R Srikant","&hellip;  ACM SIGMOD International Conference on Management of Data,",N/A
LEi_Rzm1iH0J,On Parallel Execution of Multiple Pipelined Hash Joins,"HI Hsiao, MS Chen, PS Yu","SIGMOD Conference,",1994
UaAAKwdvoRMJ,On parallel execution of multiple pipelined hash joins,"MS Chen, H Hsiao, PS Yu",Proc. of ACM SIGMOD,N/A
AvYMafGTVLEJ,Image Mining in IRIS: Integrated Retinal Information System (Demo),"W Hsu, ML Lee, KG Goh","Proceedings of ACM SIGMOD International Conference on the  &hellip;,",N/A
kxIpDxLD46gJ,Image Mining in IRIS: Integrated Retinal Information System,"W Hsu, ML Lee, KG Goh","SIGMOD Conference,",2000
5Chw6HN64vEJ,Data Replication for Mobile Computers,"Y Huang, P Sistla, O Wolfson","SIGMOD Conference,",1994
xF8s5N7oUIMJ,"PS and Wolfson, O. 1994a. Data replication for mobile computers",Y Huang,"Proceedings of the ACM-SIGMOD, International Conference on ",N/A
H1E3GuQcoUAJ,A framework for supporting data integration using the materialized and virtual approaches,"R Hull, G Zhou","SIGMOD Conference,",1996
rI-T6ppfITQJ,A framework for supporting data integration using the materialize and virtual approaches,"RH HZ961, G Zhou","Proc, ACM SIGMOD Intl. Co@ Management of Data, Montreal,  &hellip;,",N/A
3gpc7dPy-ucJ,"H. P1. Yeung and K. Karlapalem, CapBasED-AMS: A capability-based and event-driven activity  ",PCK Hung,Proceedings of the ACM SIGMOD Conference on Management of ,N/A
bTI28RjBpPwJ,CapBasED-AMS: a capability-based and event-driven activity management system,"PCK Hung, HP Yeung, K Karlapalem","Proceedings of the 1996 ACM SIGMOD international conference  &hellip;,",1996
NY5e4MkJ6VYJ,CapBasED-AMS - A Framework for Capability-Based and Event-Driven Activity Management System,"K Karlapalem, HP Yeung, PCK Hung",N/A,N/A
P6VVKZUo4pgJ,CapBasED-AMS: A Capability-based and Event-driven Activity Management System (Demonstrations),"PCK Hung, HP Yeung, K Karlapalem","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
1H_A7k3QsbQJ,Energy Efficient Indexing On Air,"T Imiehnski, S Viswanathan, BR Badrinath","Proc. ACM SIGMOD Conference,",N/A
7FHudYbEkF0J,"Energy Efficient Indexing on Air, Rutgers University","T Imielinski, S Viswanathan, BR Badrinath","International conference on Management of Data, ACM SIGMOD,  &hellip;,",N/A
7qv9IC8F_WQJ,Indexing on air,"T ImieliÃ?ski, S Viswanathan, BR Badrinath","Proceedings of the ACM-SIGMOD International Conference on  &hellip;,",N/A
8EC1IBh8MZkJ,Energy ejicient indexing on aiz ACM SIGMOD Int,"T Imielinski, S Viswanathan, B Badrinath","Conference on Management of Data,",N/A
9KBHBWVwKZsJ,Energy efficient indexing on air,"T Imielinsky, S Viswanathan, BR Badrinath","Proc. of Intl. Conf. on Managm. of Data-ACm-SIGMOD,",N/A
AhacU8AzwSUJ,Indexing on air,"T Imielinski, S Viswanathan, BR Badrinath",Proceedings of ACM SIGMOD,N/A
cffLplmoKH4J,Energy efficient indexing on air,"T Imielinski, S Viswanathan, BR Badrinath",Proceedings of the 1994 ACM SIGMOD international conference ,N/A
CuoOi5jJXxQJ,Energy efficientindexingonair,"T Imielinski, S Viswanathan, BR Badrinath",Proc. of1994ACM,N/A
ib4ebmBQW4kJ,Indexing on air,SVTIBR Badrinath,"Proceedings of the 1994 ACM SIGMOD,",N/A
MdMdCC38z4UJ,Energy e  cient indexing on air,"T Imielinski, S Viswanathan, B Badrinath","Proc. ACM SIGMOD International Conference on Management of  &hellip;,",N/A
RcmGrB81X-4J,cient Indexing on Air,"T Imielinski, S Viswanathan, BR Badrinath, E  ",Proceedings of the ACM,N/A
u5ForuTsW-YJ,"S. &amp; Badrinath, BR (1994). Energy Efficient Indexing on Air",TV Imielinski,Proceedings of the ACM Conference on Management of Data (,N/A
VdUSfNE_8i8J,"Badrinath,Ã¢??Energy efficient indexing on airÃ¢??","T Imilienski, S Vishwanathan","Proceedings SIGMOD,",N/A
V-LO20klzSYJ,Indexing on air,"T Imielifiski, S Viswanathan, BR Badrinath",Proceedihgs of the ACM-SIGMOD International Conference on ,N/A
WkcdtG_5kfgJ,Energy efficient indexing on air,"T Irniefinski, S Vishwanathan, BR Badrinath","Ln Proceedings of the ACM SIGMOD International Conference on &hellip;,",N/A
YCP5tWRHS_EJ,Energy efficiency indexing on air,"T Imielinski, S Viswanathan, BR Badrinath","Proceedings of the International Conference on SIGMOD,",N/A
bbr1Xk0-hH8J,ZOO: A Desktop Emperiment Management Environment.,"ACMS Anthology, P Edition",N/A,N/A
jazpbJzP6k8J,Desktop Experiment Management,"YE Ioannidis, M Livny, EM Haber, RJ Miller, OG  ",N/A,N/A
kDWGwVa8dykJ,N. Ponnek anti. ZOO: A desktop experiment management environment,"Y Ioannidis, M Livny, S Gupta","22nd International VLDB Conference,",N/A
qb-jf_sQ_5kJ,ZOO: A Desktop Experiment Management Environment. Int,"Y Ioannidis, M Livny, S Gupta, N Ponnekanti","Conference on Very Large Databases,",N/A
U04OC6OSBT0J,ZOO: A Desktop Experiment Management Environment,", M Livny, S Gupta, N Ponnekanti","VLDB,",1996
23K90oRfbbsJ,Balancing histogram optimality and practicality for query result size estimation,V Poosala,N/A,1995
bv21uJEzUwAJ,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,"YE Ioannidis, V Poosala","SIGMOD Conference,",1995
mKsxPS2lFXcJ,Balancinghistogramoptimalityand practicalityforquery result size estimation,"YE Ioannidis, V Poosala",ACM,N/A
0087thkugMUJ,An adaptive query execution engine for data integration,"Z Ives, D Florescu, M Friedman, A Levy, D Weld","Proc. of ACM SIGMOD Conf. on Management of Data,",1999
HwBwuLKlAiEJ,An adaptive query processing system for data integration,"Z Ives, D Florescu, M Friedman, A Levy, D Weld","Proc. ACM SIGMOD,",N/A
V4NASwqZ530J,"D. FLORESCU, M. FRIEDMAiN, A. LEVY, DS WELD, An Adaptive Query Execution System for Data Integration",ZG IVES,Proc. of the/999 ACM,N/A
yrnhcMqsUVoJ,An Adaptive Query Execution System for Data Integration,"ZG Ives, D Florescu, M Friedman, A Levy, DS Weld","SIGMOD Conference,",1999
4-FwpSOweRAJ,Self-organizing data sharing communities with SAGRES: System demonstration,"Z Ives, A Levy, J Madhavan, R Pottinger, S Saroiu, ","Proc. of SIGMOD, page,",N/A
rtnpqb22gGcJ,Self-Organizing Data Sharing Communities with SAGRES,"ZG Ives, AY Levy, R Pottinger, I Tatarinov","SIGMOD Conference,",2000
9eSx_Gd0JoQJ,On parallel processing ofaggregateandscalar functionsinobjectrelationaldbms,"M Jaedicke, B Mitschang","Proc. of ACM SIGMOD,",N/A
LrJw7qiWElQJ,On Parallel Processing of Aggregate and Scalar Function in Object-Relational DBMS,"M Jaedicke, B Mitschang",Proc. ACM SIGMOD Int. Conf. on Management of,N/A
MswqiEweEGUJ,On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,"M Jaedicke, B Mitschang","SIGMOD Conference,",1998
Py0wIlQRPCkJ,A Framework for Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,"M Jaedicke, B Mitschang","Proc. SIGMOD Conf, Seattle,",N/A
p5n3KKoHgMgJ,Snakes and sandwiches: Optimal clustering strategies for a data warehouse,"HVJLVS Lakshmanan, D Srivastava",Proceedings of ACM SIGMOD International Conference on ,N/A
sh2u_UFoG74J,Snakes and sandwiches: Optimal clustering strategies or a warehouse,"HV Jagadish, LV Lakshmanan, D Srivastava","Proceedings of the 1999 ACM SIGMOD Conference, Philadelphia,",N/A
uXZXfQgn4doJ,Snakes and Sandwiches: Optimal Clustering Strategies for a Data Warehouse,"HV Jagadish, D Srivastava","SIGMOD Conference,",1999
fobv5DPqKUcJ,Data grid management systems,"A Rajasekar, A Jagatheesan","Proceedings of the 2003 ACM SIGMOD international conference  &hellip;,",N/A
hHMtxXFlyu8J,Data Grid Management Systems,"A Jagatheesan, A Rajasekar",N/A,N/A
InqySB8bkKkJ,Grid Data Management Systems &amp; Services,"A Jagatheesan, R Moore","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
QDqI_QZyy10J,Data Grid Management Systems,"RW Moore, A Jagatheesan",N/A,N/A
4_fm8LWVWHMJ,A Unified Framework for Enforcing Multiple Access Control Policies,"S Jajodia, P Samarati, VS Subrahmanian, E Bertino",N/A,N/A
p-m7MMOS2aUJ,A Unified Framework for Enforcing Multiple Access Control Policies,"E Bertino, S Jajodia, P Samarati, VS Subrahmanian","Proceedings of ACM SIGMOD Conference on Management of Data,  &hellip;,",N/A
s3CWa_4OiW0J,A unified framework for supporting multiple access control policies,"S Jajodia, P Samarati, M Sapino, V Subrahmanian","ACM Transactions on Database Systems. To appear,",N/A
XpY2UPc6vP0J,A Unified Framework for Enforcing Multiple Access Control,"S Jajodia, P Samarati, VS Subrahmanian, E Bertino",ACM SIGMOD International Conference on Management of,N/A
AYtgczYwVnYJ,Concept based design of data warehouses: The DWQ demonstrators. In 2000 ACM SIGMOD Intl,"M Jarke, C Quix, D Calvanese, M Lenzerini, E  ","Conference on Management of Data,",N/A
bl_VrPzIIPwJ,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"M Jarke, C Quix, D Calvanese, M Lenzerini, E  ","SIGMOD Conference,",2000
E0nhpX8pYsQJ,Efficient mid-query reoptimization,"N Kabra, J DeWitt","Proc. SIGMOD,",N/A
V9XUvirmVEEJ,Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans,"N Kabra, DJ DeWitt","SIGMOD Conference,",1998
WOHxNqdNMZoJ,Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans,"D Dewitt, N Kabra",Proceedings of ACM SIGMOD,N/A
4O5JTAQZf7IJ,Dimensionality Reduction for Similarity Searching in Dynamic Databases,"KVR Kanth, D Agrawal","Computer Vision and Image Understanding,",1999
eTqBO4EcCNIJ,"VR; AGRAWAL, D.; SINGH, AK Dimensionality Reduction for Similarity Searching in Dynamic Databases",K KANTH,International Conference on Management of,N/A
LImRBeAtjMQJ,Dimensionality Reduction for Similarity Searching in Dynamic Databases,"RK KV, D Agrawal, A El Abbadi, A Singh","University of California at Santa Barbara, Santa Barbara, CA,",N/A
tG_s5R-BKcAJ,Dimensionalityreduction for similarity searching in dynamic databases,"A Singh, D Agrawal, KVR Kanth",ACM,N/A
8_ZvLWzd8cEJ,The SR-tree: An index structure for high dimensional data,"N Katayama, S Satoh","ACM SIGMOD Conference,",N/A
DfJERPfnugwJ,"Shin'ichi Satoh, The SR-tree: an index structure for high-dimensional nearest neighbor queries",N Katayama,Proceedings of the 1997 ACM SIGMOD international conference ,N/A
GPEkH-UohLYJ,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,N Katayama,N/A,1997
G-XP436aGVAJ,The SR-tree: an index structure forhigh-dimensionalnearest neighbor queries,"N Katayama, S Satoh","ACM SIGMOD Conf,",N/A
JsKsbyzon5EJ,The SR-tree: an index structure for high-dimensional nearest neighbor query,"N Katayama, S Satoh",Proceedings of 1997 ACM SIGMOD International Conference on ,N/A
A3TmzWOtgmYJ,Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic,"A Kementsietsidis, M Arenas, R Miller","Issues. SIGMOD,",N/A
jCudeTapg5IJ,Data mapping in peer-to-peer systems: Semantics and algorithmic issues,"A Kementsietsidis, M Arenas, RJ Miller","ACM SIGMOD,",N/A
